,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.0002421890094410628,115.03323506933009,5.0,5,0.4,4096
1,1,0.002772362990071997,115.03323506933009,11.0,5,0.4,4096
2,2,0.004638254991732538,115.03323506933009,17.0,5,0.4,4096
3,3,0.006534198997542262,115.03323506933009,23.0,5,0.4,4096
4,4,0.0069124829897191375,115.03323506933009,29.0,5,0.4,4096
5,5,0.008820571994874626,115.03323506933009,35.0,5,0.4,4096
6,6,0.009185399016132578,115.03323506933009,41.0,5,0.4,4096
7,7,0.009532158001093194,115.03323506933009,47.0,5,0.4,4096
8,8,0.009882198995910585,115.03323506933009,53.0,5,0.4,4096
9,9,0.011735712003428489,115.03323506933009,59.0,5,0.4,4096
10,10,0.012088721996406093,115.03323506933009,65.0,5,0.4,4096
11,11,0.012443120998796076,115.03323506933009,71.0,5,0.4,4096
12,12,0.012786745995981619,115.03323506933009,77.0,5,0.4,4096
13,13,0.013124178018188104,115.03323506933009,83.0,5,0.4,4096
14,14,0.013475615996867418,115.03323506933009,89.0,5,0.4,4096
15,15,0.013843135995557532,115.11956279284277,96.0,5,0.4,4096
16,16,0.014194518007570878,115.11956279284277,102.0,5,0.4,4096
17,17,0.016095077007776126,115.11956279284277,108.0,5,0.4,4096
18,18,0.016458616009913385,115.11956279284277,114.0,5,0.4,4096
19,19,0.016813077992992476,115.11956279284277,120.0,5,0.4,4096
20,20,0.017161441006464884,115.11956279284277,126.0,5,0.4,4096
21,21,0.0175362000009045,126.72910844815473,133.0,5,0.4,4096
22,22,0.017892122006742284,126.72910844815473,139.0,5,0.4,4096
23,23,0.018260095006553456,126.72910844815473,145.0,5,0.4,4096
24,24,0.01862056800746359,126.72910844815473,151.0,5,0.4,4096
25,25,0.018988016003277153,126.72910844815473,157.0,5,0.4,4096
26,26,0.019360698002856225,126.72910844815473,163.0,5,0.4,4096
27,27,0.01972121000289917,126.72910844815473,169.0,5,0.4,4096
28,28,0.020088424993446097,126.72910844815473,175.0,5,0.4,4096
29,29,0.020444508991204202,126.72910844815473,181.0,5,0.4,4096
30,30,0.02080813399516046,126.72910844815473,187.0,5,0.4,4096
31,31,0.021190514002228156,128.9021630873092,194.0,5,0.4,4096
32,32,0.021554842998739332,128.9021630873092,200.0,5,0.4,4096
33,33,0.02361886200378649,128.9021630873092,206.0,5,0.4,4096
34,34,0.02400579399545677,128.9021630873092,212.0,5,0.4,4096
35,35,0.024379822018090636,128.9021630873092,218.0,5,0.4,4096
36,36,0.024776386009762064,129.84194398836763,225.0,5,0.4,4096
37,37,0.02514837501803413,129.84194398836763,231.0,5,0.4,4096
38,38,0.025519596005324274,129.84194398836763,237.0,5,0.4,4096
39,39,0.025895850994857028,129.84194398836763,243.0,5,0.4,4096
40,40,0.02626543800579384,129.84194398836763,249.0,5,0.4,4096
41,41,0.026651429012417793,129.84194398836763,255.0,5,0.4,4096
42,42,0.027030236989958212,129.84194398836763,261.0,5,0.4,4096
43,43,0.027423277002526447,130.69857197127166,268.0,5,0.4,4096
44,44,0.027787405997514725,130.69857197127166,274.0,5,0.4,4096
45,45,0.02816323799197562,130.69857197127166,280.0,5,0.4,4096
46,46,0.028546804009238258,130.69857197127166,286.0,5,0.4,4096
47,47,0.028924215002916753,130.69857197127166,292.0,5,0.4,4096
48,48,0.029315941996173933,130.69857197127166,298.0,5,0.4,4096
49,49,0.029688275011722,130.69857197127166,304.0,5,0.4,4096
50,50,0.030067912011872977,130.69857197127166,310.0,5,0.4,4096
51,51,0.03043964400421828,130.69857197127166,316.0,5,0.4,4096
52,52,0.030823025008430704,130.69857197127166,322.0,5,0.4,4096
53,53,0.031265407014871016,130.69857197127166,328.0,5,0.4,4096
54,54,0.03164654900319874,130.69857197127166,334.0,5,0.4,4096
55,55,0.03203134800423868,130.69857197127166,340.0,5,0.4,4096
56,56,0.032414440996944904,130.69857197127166,346.0,5,0.4,4096
57,57,0.03278801799751818,130.69857197127166,352.0,5,0.4,4096
58,58,0.03316813299898058,130.69857197127166,358.0,5,0.4,4096
59,59,0.0335428919934202,130.69857197127166,364.0,5,0.4,4096
60,60,0.03392262299894355,130.69857197127166,370.0,5,0.4,4096
61,61,0.03430296800797805,130.69857197127166,376.0,5,0.4,4096
62,62,0.03470791399013251,130.69857197127166,382.0,5,0.4,4096
63,63,0.03511148801771924,130.69857197127166,388.0,5,0.4,4096
