,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.00016590801533311605,8.0,5.0,5,0.4,4096
1,1,0.0025526809913571924,61.0,12.0,5,0.4,4096
2,2,0.004463196004508063,61.0,18.0,5,0.4,4096
3,3,0.013670715998159721,61.0,24.0,5,0.4,4096
4,4,0.013899053010391071,61.0,30.0,5,0.4,4096
5,5,0.015686733997426927,61.0,36.0,5,0.4,4096
6,6,0.015883307991316542,61.0,42.0,5,0.4,4096
7,7,0.016081144014606252,61.0,48.0,5,0.4,4096
8,8,0.016268373001366854,61.0,54.0,5,0.4,4096
9,9,0.017964663013117388,61.0,60.0,5,0.4,4096
10,10,0.01815353601705283,61.0,66.0,5,0.4,4096
11,11,0.01833611400797963,61.0,72.0,5,0.4,4096
12,12,0.018532865011366084,61.0,78.0,5,0.4,4096
13,13,0.018720796011621132,61.0,84.0,5,0.4,4096
14,14,0.018905848992289975,61.0,90.0,5,0.4,4096
15,15,0.019095215015113354,61.0,96.0,5,0.4,4096
16,16,0.01927939199958928,61.0,102.0,5,0.4,4096
17,17,0.02119309999397956,61.0,108.0,5,0.4,4096
18,18,0.02138835599180311,61.0,114.0,5,0.4,4096
19,19,0.0215840210148599,61.0,120.0,5,0.4,4096
20,20,0.021780395007226616,61.0,126.0,5,0.4,4096
21,21,0.02197393699316308,61.0,132.0,5,0.4,4096
22,22,0.02216743101598695,61.0,138.0,5,0.4,4096
23,23,0.02234920600312762,61.0,144.0,5,0.4,4096
24,24,0.022541001002537087,61.0,150.0,5,0.4,4096
25,25,0.022726194991264492,61.0,156.0,5,0.4,4096
26,26,0.022910091996891424,61.0,162.0,5,0.4,4096
27,27,0.02310228699934669,61.0,168.0,5,0.4,4096
28,28,0.023291602003155276,61.0,174.0,5,0.4,4096
29,29,0.023474407993489876,61.0,180.0,5,0.4,4096
30,30,0.023680323996813968,63.0,187.0,5,0.4,4096
31,31,0.023874366015661508,63.0,193.0,5,0.4,4096
32,32,0.024053667002590373,63.0,199.0,5,0.4,4096
33,33,0.025886718998663127,63.0,205.0,5,0.4,4096
34,34,0.02609133199439384,63.0,211.0,5,0.4,4096
35,35,0.026275821990566328,63.0,217.0,5,0.4,4096
36,36,0.02648262001457624,63.0,223.0,5,0.4,4096
37,37,0.02667175800888799,63.0,229.0,5,0.4,4096
38,38,0.026863520994083956,63.0,235.0,5,0.4,4096
39,39,0.027062909997766837,63.0,241.0,5,0.4,4096
40,40,0.027253473992459476,63.0,247.0,5,0.4,4096
41,41,0.027441342012025416,63.0,253.0,5,0.4,4096
42,42,0.02764595701592043,64.0,260.0,5,0.4,4096
43,43,0.027833909989567474,64.0,266.0,5,0.4,4096
44,44,0.028018379991408437,64.0,272.0,5,0.4,4096
45,45,0.028212172008352354,64.0,278.0,5,0.4,4096
46,46,0.028400189999956638,64.0,284.0,5,0.4,4096
47,47,0.028583523991983384,64.0,290.0,5,0.4,4096
48,48,0.028772396995918825,64.0,296.0,5,0.4,4096
49,49,0.02896171298925765,64.0,302.0,5,0.4,4096
50,50,0.029152739007258788,64.0,308.0,5,0.4,4096
51,51,0.02934047399321571,64.0,314.0,5,0.4,4096
52,52,0.029520757001591846,64.0,320.0,5,0.4,4096
53,53,0.029714381002122536,64.0,326.0,5,0.4,4096
54,54,0.029901458008680493,64.0,332.0,5,0.4,4096
55,55,0.03009785999893211,64.0,338.0,5,0.4,4096
56,56,0.030290382012026384,64.0,344.0,5,0.4,4096
57,57,0.03048324800329283,64.0,350.0,5,0.4,4096
58,58,0.030670809996081516,64.0,356.0,5,0.4,4096
59,59,0.030858885002089664,64.0,362.0,5,0.4,4096
60,60,0.031056348991114646,64.0,368.0,5,0.4,4096
61,61,0.031238752999342978,64.0,374.0,5,0.4,4096
62,62,0.031421541003510356,64.0,380.0,5,0.4,4096
63,63,0.03162051900289953,64.0,386.0,5,0.4,4096
64,64,0.03181337201385759,64.0,392.0,5,0.4,4096
65,65,0.03369617901626043,64.0,398.0,5,0.4,4096
66,66,0.03389793200767599,64.0,404.0,5,0.4,4096
67,67,0.03409162600291893,64.0,410.0,5,0.4,4096
68,68,0.03428491999511607,64.0,416.0,5,0.4,4096
69,69,0.034482504008337855,64.0,422.0,5,0.4,4096
70,70,0.034671844012336805,64.0,428.0,5,0.4,4096
71,71,0.03486072499072179,64.0,434.0,5,0.4,4096
72,72,0.0350566339911893,64.0,440.0,5,0.4,4096
73,73,0.03524745101458393,64.0,446.0,5,0.4,4096
74,74,0.035437690996332094,64.0,452.0,5,0.4,4096
75,75,0.035629687015898526,64.0,458.0,5,0.4,4096
76,76,0.03581264699460007,64.0,464.0,5,0.4,4096
77,77,0.03599702299106866,64.0,470.0,5,0.4,4096
78,78,0.03619779399014078,64.0,476.0,5,0.4,4096
79,79,0.0363831449940335,64.0,482.0,5,0.4,4096
80,80,0.03659213101491332,64.0,488.0,5,0.4,4096
81,81,0.03680433100089431,64.0,494.0,5,0.4,4096
82,82,0.03700107499025762,64.0,500.0,5,0.4,4096
83,83,0.037198231992078945,64.0,506.0,5,0.4,4096
84,84,0.03739030900760554,64.0,512.0,5,0.4,4096
85,85,0.03758195901173167,64.0,518.0,5,0.4,4096
86,86,0.03776783699868247,64.0,524.0,5,0.4,4096
87,87,0.03796585701638833,64.0,530.0,5,0.4,4096
88,88,0.03815706798923202,64.0,536.0,5,0.4,4096
89,89,0.03835466000600718,64.0,542.0,5,0.4,4096
90,90,0.03854844800662249,64.0,548.0,5,0.4,4096
91,91,0.03874238199205138,64.0,554.0,5,0.4,4096
92,92,0.03893727299873717,64.0,560.0,5,0.4,4096
93,93,0.03913565099355765,64.0,566.0,5,0.4,4096
94,94,0.039331578998826444,64.0,572.0,5,0.4,4096
95,95,0.039530464011477306,64.0,578.0,5,0.4,4096
96,96,0.039730730990413576,64.0,584.0,5,0.4,4096
97,97,0.03993235999951139,64.0,590.0,5,0.4,4096
98,98,0.04012430299189873,64.0,596.0,5,0.4,4096
99,99,0.04032835000543855,64.0,602.0,5,0.4,4096
100,100,0.04052672898978926,64.0,608.0,5,0.4,4096
101,101,0.04074036900419742,64.0,614.0,5,0.4,4096
102,102,0.04094706699834205,64.0,620.0,5,0.4,4096
103,103,0.041151281009661034,64.0,626.0,5,0.4,4096
104,104,0.041355407010996714,64.0,632.0,5,0.4,4096
105,105,0.04155651401379146,64.0,638.0,5,0.4,4096
106,106,0.041755804006243125,64.0,644.0,5,0.4,4096
107,107,0.04194898399873637,64.0,650.0,5,0.4,4096
108,108,0.042142390011576936,64.0,656.0,5,0.4,4096
109,109,0.04234657500637695,64.0,662.0,5,0.4,4096
110,110,0.04255174699937925,64.0,668.0,5,0.4,4096
111,111,0.04275711899390444,64.0,674.0,5,0.4,4096
112,112,0.04295012500369921,64.0,680.0,5,0.4,4096
113,113,0.04316883601131849,64.0,686.0,5,0.4,4096
114,114,0.043371470004785806,64.0,692.0,5,0.4,4096
115,115,0.04357265098951757,64.0,698.0,5,0.4,4096
116,116,0.04377816501073539,64.0,704.0,5,0.4,4096
117,117,0.04397810099180788,64.0,710.0,5,0.4,4096
118,118,0.044172636000439525,64.0,716.0,5,0.4,4096
119,119,0.04437408101512119,64.0,722.0,5,0.4,4096
120,120,0.04458501999033615,64.0,728.0,5,0.4,4096
121,121,0.04479605899541639,64.0,734.0,5,0.4,4096
122,122,0.04499886601115577,64.0,740.0,5,0.4,4096
123,123,0.04520083000534214,64.0,746.0,5,0.4,4096
124,124,0.04541324501042254,64.0,752.0,5,0.4,4096
125,125,0.045608912012539804,64.0,758.0,5,0.4,4096
126,126,0.04582063900306821,64.0,764.0,5,0.4,4096
127,127,0.04602819500723854,64.0,770.0,5,0.4,4096
128,128,0.04623446299228817,64.0,776.0,5,0.4,4096
129,129,0.048383048007963225,64.0,782.0,5,0.4,4096
130,130,0.04860055499011651,64.0,788.0,5,0.4,4096
131,131,0.04885331098921597,64.0,794.0,5,0.4,4096
132,132,0.04906599799869582,64.0,800.0,5,0.4,4096
133,133,0.04927199499798007,64.0,806.0,5,0.4,4096
134,134,0.049481185007607564,64.0,812.0,5,0.4,4096
135,135,0.04967845999635756,64.0,818.0,5,0.4,4096
136,136,0.04988145700190216,64.0,824.0,5,0.4,4096
137,137,0.05008567401091568,64.0,830.0,5,0.4,4096
138,138,0.050290937011595815,64.0,836.0,5,0.4,4096
139,139,0.05049588799010962,64.0,842.0,5,0.4,4096
140,140,0.050698316015768796,64.0,848.0,5,0.4,4096
141,141,0.05091565300244838,64.0,854.0,5,0.4,4096
142,142,0.05112273301347159,64.0,860.0,5,0.4,4096
143,143,0.05133796000154689,64.0,866.0,5,0.4,4096
144,144,0.05153892599628307,64.0,872.0,5,0.4,4096
145,145,0.05174730601720512,64.0,878.0,5,0.4,4096
146,146,0.05196186501416378,64.0,884.0,5,0.4,4096
147,147,0.052169161004712805,64.0,890.0,5,0.4,4096
148,148,0.05237846900126897,64.0,896.0,5,0.4,4096
149,149,0.052581694995751604,64.0,902.0,5,0.4,4096
150,150,0.05280917001073249,64.0,908.0,5,0.4,4096
151,151,0.053013099008239806,64.0,914.0,5,0.4,4096
152,152,0.05321567799546756,64.0,920.0,5,0.4,4096
153,153,0.053430611005751416,64.0,926.0,5,0.4,4096
154,154,0.05363917100476101,64.0,932.0,5,0.4,4096
155,155,0.05384469201089814,64.0,938.0,5,0.4,4096
156,156,0.05405580799560994,64.0,944.0,5,0.4,4096
157,157,0.05427167200832628,64.0,950.0,5,0.4,4096
158,158,0.054483346990309656,64.0,956.0,5,0.4,4096
159,159,0.05469592800363898,64.0,962.0,5,0.4,4096
160,160,0.05490713601466268,64.0,968.0,5,0.4,4096
161,161,0.05511788500007242,64.0,974.0,5,0.4,4096
162,162,0.055334459990262985,64.0,980.0,5,0.4,4096
163,163,0.05555172500316985,64.0,986.0,5,0.4,4096
164,164,0.05576169700361788,64.0,992.0,5,0.4,4096
165,165,0.05597822001436725,64.0,998.0,5,0.4,4096
166,166,0.0561893520061858,64.0,1004.0,5,0.4,4096
167,167,0.05639552301727235,64.0,1010.0,5,0.4,4096
168,168,0.056607498991070315,64.0,1016.0,5,0.4,4096
169,169,0.05682458300725557,64.0,1022.0,5,0.4,4096
170,170,0.05704158399021253,64.0,1028.0,5,0.4,4096
171,171,0.057247324992204085,64.0,1034.0,5,0.4,4096
172,172,0.0574595209909603,64.0,1040.0,5,0.4,4096
173,173,0.05766556100570597,64.0,1046.0,5,0.4,4096
174,174,0.05788033999851905,64.0,1052.0,5,0.4,4096
175,175,0.05809847699129023,64.0,1058.0,5,0.4,4096
176,176,0.058305773010943085,64.0,1064.0,5,0.4,4096
177,177,0.058517694007605314,64.0,1070.0,5,0.4,4096
178,178,0.05872404499677941,64.0,1076.0,5,0.4,4096
179,179,0.05893324199132621,64.0,1082.0,5,0.4,4096
180,180,0.059140564990229905,64.0,1088.0,5,0.4,4096
181,181,0.05934934300603345,64.0,1094.0,5,0.4,4096
182,182,0.05955142600578256,64.0,1100.0,5,0.4,4096
183,183,0.059765070996945724,64.0,1106.0,5,0.4,4096
184,184,0.05997445699176751,64.0,1112.0,5,0.4,4096
185,185,0.06017991801491007,64.0,1118.0,5,0.4,4096
186,186,0.06039490201510489,64.0,1124.0,5,0.4,4096
187,187,0.06060785599402152,64.0,1130.0,5,0.4,4096
188,188,0.060831181006506085,64.0,1136.0,5,0.4,4096
189,189,0.06104535001213662,64.0,1142.0,5,0.4,4096
190,190,0.06126091699115932,64.0,1148.0,5,0.4,4096
191,191,0.06147929799044505,64.0,1154.0,5,0.4,4096
192,192,0.06170353799825534,64.0,1160.0,5,0.4,4096
193,193,0.06191172800026834,64.0,1166.0,5,0.4,4096
194,194,0.06213667799602263,64.0,1172.0,5,0.4,4096
195,195,0.06234581000171602,64.0,1178.0,5,0.4,4096
196,196,0.06256108699017204,64.0,1184.0,5,0.4,4096
197,197,0.06277034201775678,64.0,1190.0,5,0.4,4096
198,198,0.06298544799210504,64.0,1196.0,5,0.4,4096
199,199,0.0632068479899317,64.0,1202.0,5,0.4,4096
200,200,0.06342088899691589,64.0,1208.0,5,0.4,4096
201,201,0.06362747200182639,64.0,1214.0,5,0.4,4096
202,202,0.06384743298985995,64.0,1220.0,5,0.4,4096
203,203,0.0640593089920003,64.0,1226.0,5,0.4,4096
204,204,0.06426441299845465,64.0,1232.0,5,0.4,4096
205,205,0.06447411500266753,64.0,1238.0,5,0.4,4096
206,206,0.06468423100886866,64.0,1244.0,5,0.4,4096
207,207,0.06490311099332757,64.0,1250.0,5,0.4,4096
208,208,0.06512583600124344,64.0,1256.0,5,0.4,4096
209,209,0.06534308599657379,64.0,1262.0,5,0.4,4096
210,210,0.06555905001005158,64.0,1268.0,5,0.4,4096
211,211,0.06578709901077673,64.0,1274.0,5,0.4,4096
212,212,0.06600953001179732,64.0,1280.0,5,0.4,4096
213,213,0.06622047000564635,64.0,1286.0,5,0.4,4096
214,214,0.06644409699947573,64.0,1292.0,5,0.4,4096
215,215,0.06665525698917918,64.0,1298.0,5,0.4,4096
216,216,0.06687784800305963,64.0,1304.0,5,0.4,4096
217,217,0.06709705901448615,64.0,1310.0,5,0.4,4096
218,218,0.0673085699963849,64.0,1316.0,5,0.4,4096
219,219,0.06752621199120767,64.0,1322.0,5,0.4,4096
220,220,0.06774374499218538,64.0,1328.0,5,0.4,4096
221,221,0.0679626890050713,64.0,1334.0,5,0.4,4096
222,222,0.06818094701156951,64.0,1340.0,5,0.4,4096
223,223,0.06840366899268702,64.0,1346.0,5,0.4,4096
224,224,0.06861814900184982,64.0,1352.0,5,0.4,4096
225,225,0.06885158200748265,64.0,1358.0,5,0.4,4096
226,226,0.06906787300249562,64.0,1364.0,5,0.4,4096
227,227,0.0692837749957107,64.0,1370.0,5,0.4,4096
228,228,0.06949184101540595,64.0,1376.0,5,0.4,4096
229,229,0.06970754501526244,64.0,1382.0,5,0.4,4096
230,230,0.06992347200866789,64.0,1388.0,5,0.4,4096
231,231,0.07013809701311402,64.0,1394.0,5,0.4,4096
232,232,0.07035360499867238,64.0,1400.0,5,0.4,4096
233,233,0.07057165901642293,64.0,1406.0,5,0.4,4096
234,234,0.07079857899225317,64.0,1412.0,5,0.4,4096
235,235,0.071026724006515,64.0,1418.0,5,0.4,4096
236,236,0.0712487339915242,64.0,1424.0,5,0.4,4096
237,237,0.0714802640140988,65.0,1431.0,5,0.4,4096
238,238,0.07170801601023413,65.0,1437.0,5,0.4,4096
239,239,0.07193014599033631,65.0,1443.0,5,0.4,4096
240,240,0.07214647100772709,65.0,1449.0,5,0.4,4096
241,241,0.07237596600316465,65.0,1455.0,5,0.4,4096
242,242,0.0726017479901202,67.0,1462.0,5,0.4,4096
243,243,0.0728334870073013,67.0,1468.0,5,0.4,4096
244,244,0.07305940499645658,67.0,1474.0,5,0.4,4096
245,245,0.07328735600458458,67.0,1480.0,5,0.4,4096
246,246,0.07350909599335864,67.0,1486.0,5,0.4,4096
247,247,0.07373177600675263,67.0,1492.0,5,0.4,4096
248,248,0.07395895701483823,67.0,1498.0,5,0.4,4096
249,249,0.07418132098973729,67.0,1504.0,5,0.4,4096
250,250,0.07440331901307218,67.0,1510.0,5,0.4,4096
251,251,0.07463006000034511,67.0,1516.0,5,0.4,4096
252,252,0.07485235901549459,67.0,1522.0,5,0.4,4096
253,253,0.0750700990029145,67.0,1528.0,5,0.4,4096
254,254,0.0752808400138747,67.0,1534.0,5,0.4,4096
255,255,0.07549143000505865,67.0,1540.0,5,0.4,4096
256,256,0.07570720900548622,67.0,1546.0,5,0.4,4096
257,257,0.07844174699857831,67.0,1552.0,5,0.4,4096
258,258,0.0786781840142794,67.0,1558.0,5,0.4,4096
259,259,0.07890612501068972,67.0,1564.0,5,0.4,4096
260,260,0.07913381201797165,67.0,1570.0,5,0.4,4096
261,261,0.0793531830131542,67.0,1576.0,5,0.4,4096
262,262,0.07958015298936516,67.0,1582.0,5,0.4,4096
263,263,0.07980612199753523,67.0,1588.0,5,0.4,4096
264,264,0.08003102400107309,67.0,1594.0,5,0.4,4096
265,265,0.08026651601539925,67.0,1600.0,5,0.4,4096
266,266,0.08049622699036263,67.0,1606.0,5,0.4,4096
267,267,0.08072652801638469,67.0,1612.0,5,0.4,4096
268,268,0.08094838101533242,67.0,1618.0,5,0.4,4096
269,269,0.08117872901493683,67.0,1624.0,5,0.4,4096
270,270,0.0814115240063984,67.0,1630.0,5,0.4,4096
271,271,0.0816358829906676,67.0,1636.0,5,0.4,4096
272,272,0.0818607039982453,67.0,1642.0,5,0.4,4096
273,273,0.08207912999205291,67.0,1648.0,5,0.4,4096
274,274,0.08230445301160216,67.0,1654.0,5,0.4,4096
275,275,0.08252880000509322,67.0,1660.0,5,0.4,4096
276,276,0.08275967699592002,67.0,1666.0,5,0.4,4096
277,277,0.08297704701544717,67.0,1672.0,5,0.4,4096
278,278,0.08320147500489838,67.0,1678.0,5,0.4,4096
279,279,0.08343262699781917,67.0,1684.0,5,0.4,4096
280,280,0.08367428599740379,68.0,1691.0,5,0.4,4096
281,281,0.08390232501551509,68.0,1697.0,5,0.4,4096
282,282,0.0841346739907749,68.0,1703.0,5,0.4,4096
283,283,0.0843532110156957,68.0,1709.0,5,0.4,4096
284,284,0.08457614900544286,68.0,1715.0,5,0.4,4096
285,285,0.08480639400659129,68.0,1721.0,5,0.4,4096
286,286,0.08502646599663422,68.0,1727.0,5,0.4,4096
287,287,0.0852528570103459,68.0,1733.0,5,0.4,4096
288,288,0.08548792300280184,69.0,1740.0,5,0.4,4096
289,289,0.08572418199037202,69.0,1746.0,5,0.4,4096
290,290,0.08596355299232528,69.0,1752.0,5,0.4,4096
291,291,0.08618936999118887,69.0,1758.0,5,0.4,4096
292,292,0.08641125200665556,69.0,1764.0,5,0.4,4096
293,293,0.08663809899007902,69.0,1770.0,5,0.4,4096
294,294,0.08686085100634955,69.0,1776.0,5,0.4,4096
295,295,0.08708972900058143,69.0,1782.0,5,0.4,4096
296,296,0.08731877899845131,69.0,1788.0,5,0.4,4096
297,297,0.08754643899737857,69.0,1794.0,5,0.4,4096
298,298,0.08777570200618356,69.0,1800.0,5,0.4,4096
299,299,0.08800401201006025,69.0,1806.0,5,0.4,4096
300,300,0.08823727699927986,69.0,1812.0,5,0.4,4096
301,301,0.0884685610071756,69.0,1818.0,5,0.4,4096
302,302,0.08870204500271939,69.0,1824.0,5,0.4,4096
303,303,0.08894658801727928,69.0,1830.0,5,0.4,4096
304,304,0.08918507699854672,69.0,1836.0,5,0.4,4096
305,305,0.08942132801166736,69.0,1842.0,5,0.4,4096
306,306,0.08964742900570855,69.0,1848.0,5,0.4,4096
307,307,0.08987202201387845,69.0,1854.0,5,0.4,4096
308,308,0.09010240901261568,69.0,1860.0,5,0.4,4096
309,309,0.09034005299326964,69.0,1866.0,5,0.4,4096
310,310,0.090583625016734,69.0,1872.0,5,0.4,4096
311,311,0.09081474400591105,69.0,1878.0,5,0.4,4096
312,312,0.0910446000052616,69.0,1884.0,5,0.4,4096
313,313,0.09128564200364053,69.0,1890.0,5,0.4,4096
314,314,0.09150987901375629,69.0,1896.0,5,0.4,4096
315,315,0.09173941699555144,69.0,1902.0,5,0.4,4096
316,316,0.09197280000080355,69.0,1908.0,5,0.4,4096
317,317,0.09219711000332609,69.0,1914.0,5,0.4,4096
318,318,0.09242725299554877,69.0,1920.0,5,0.4,4096
319,319,0.09265647601569071,69.0,1926.0,5,0.4,4096
320,320,0.09289063801406883,69.0,1932.0,5,0.4,4096
321,321,0.09312256501289085,69.0,1938.0,5,0.4,4096
322,322,0.09334775901515968,69.0,1944.0,5,0.4,4096
323,323,0.09358063599211164,69.0,1950.0,5,0.4,4096
324,324,0.09381009900243953,69.0,1956.0,5,0.4,4096
325,325,0.09404731201357208,69.0,1962.0,5,0.4,4096
326,326,0.09428058200865053,69.0,1968.0,5,0.4,4096
327,327,0.09450677901622839,69.0,1974.0,5,0.4,4096
328,328,0.0947323449945543,69.0,1980.0,5,0.4,4096
329,329,0.09496289800154045,69.0,1986.0,5,0.4,4096
330,330,0.09520032801083289,69.0,1992.0,5,0.4,4096
331,331,0.09543971499078907,69.0,1998.0,5,0.4,4096
332,332,0.09567215401330031,69.0,2004.0,5,0.4,4096
333,333,0.09590899999602698,69.0,2010.0,5,0.4,4096
334,334,0.09615331899840385,69.0,2016.0,5,0.4,4096
335,335,0.09638669100240804,69.0,2022.0,5,0.4,4096
336,336,0.09661909099668264,69.0,2028.0,5,0.4,4096
337,337,0.09686255801352672,69.0,2034.0,5,0.4,4096
338,338,0.09709632501471788,69.0,2040.0,5,0.4,4096
339,339,0.09733437100658193,69.0,2046.0,5,0.4,4096
340,340,0.09757333798916079,69.0,2052.0,5,0.4,4096
341,341,0.09780731599312276,69.0,2058.0,5,0.4,4096
342,342,0.0980384300055448,69.0,2064.0,5,0.4,4096
343,343,0.0982654909894336,69.0,2070.0,5,0.4,4096
344,344,0.0984913659922313,69.0,2076.0,5,0.4,4096
345,345,0.09873519401298836,69.0,2082.0,5,0.4,4096
346,346,0.09896221500821412,69.0,2088.0,5,0.4,4096
347,347,0.0991905230039265,69.0,2094.0,5,0.4,4096
348,348,0.09941728101694025,69.0,2100.0,5,0.4,4096
349,349,0.09965004699188285,69.0,2106.0,5,0.4,4096
350,350,0.09988358299597166,69.0,2112.0,5,0.4,4096
351,351,0.10012398401158862,69.0,2118.0,5,0.4,4096
352,352,0.10035165201406926,69.0,2124.0,5,0.4,4096
353,353,0.1005926450015977,69.0,2130.0,5,0.4,4096
354,354,0.10082707199035212,69.0,2136.0,5,0.4,4096
